sp_id	latitude	longitude
506102231	40.8675124	-89.5172848
506102198	40.7046105	-89.4941348
508561515	39.3180166	-94.6689301
506108848	40.7089225	-89.6122548
506166100	40.9318434	-89.7535717
506094624	40.5202555	-88.9839840
506105203	40.6475525	-89.5910048
506171786	40.9056424	-89.0284249
506097508	40.5023725	-89.0213020
506105494	40.6901325	-89.5929748
506103052	40.8573874	-89.5631058
506097758	40.7709724	-89.0721349
506836174	42.2092801	-87.8130782
506104103	40.7706824	-89.5761318
506097147	40.4907475	-89.0902330
506111556	40.7317525	-89.6425648
506097739	40.7385524	-89.0185150
506098828	40.7981624	-89.1989449
506105794	40.7397725	-89.5923448
506170495	41.3287293	-89.1119069
506106153	40.7883114	-89.6043868
505952263	40.2595195	-89.2264639
506094431	40.5095345	-88.9836890
506104806	40.7439625	-89.5743848
506101337	40.6118125	-89.4660848
506104942	40.6918225	-89.5896388
506097849	40.6929224	-89.1341749
506103434	40.6835025	-89.5546748
506095494	40.6027964	-88.9863320
506104577	40.6443825	-89.5801548
506170984	40.9008984	-89.0337669
506110051	40.7954604	-89.6310888
506106465	40.7170625	-89.5940648
506099983	40.6262185	-89.4552978
506099834	40.7184324	-89.4087448
506102539	40.6939425	-89.5344448
506096443	40.5503055	-88.9968370
506103683	40.7276425	-89.5700648
506098136	40.6162725	-89.2697719
506095132	40.4683455	-88.9941620
506100736	40.7191324	-89.4167648
506106781	40.7338925	-89.5956248
506099730	40.7160024	-89.4132148
506098823	40.7970924	-89.1976449
506092727	40.5179635	-88.9475090
506099005	40.7907414	-89.3370029
506096893	40.4815925	-89.0254830
506097090	40.4882015	-89.0538180
506168715	40.9092484	-89.2950149
506102413	40.6900525	-89.5389048
506104019	40.7003405	-89.5864638
506166565	40.8856824	-89.5290148
506092551	40.4701965	-88.9481500
506169860	40.8945524	-89.1424649
506108166	40.8454924	-89.6168948
506100051	40.7035464	-89.4279988
506104684	40.7460225	-89.5752648
506099261	40.8509724	-89.3521149
506097950	40.5311345	-89.1778839
506091803	40.5567714	-88.8985240
506102626	40.7547024	-89.5324548
506108551	40.7000525	-89.6137248
506103608	40.5364025	-89.5398548
506107830	40.7836524	-89.6044648
506110390	40.6912425	-89.6333248
506108630	40.7401525	-89.6158948
504905638	30.3960142	-81.4287678
506100233	40.7690124	-89.4316648
506171004	40.9052994	-89.0341189
506097876	40.6529664	-89.1947909
506102368	40.7933624	-89.5079048
506092977	40.4799155	-88.9614020
506168821	40.8935924	-89.2619349
506102116	40.7122255	-89.5331178
506103127	40.7697584	-89.5722558
506099408	40.7908724	-89.3590249
506103505	40.6463825	-89.5621948
506107441	40.7011925	-89.6106948
506098020	40.7155854	-89.2630119
506101502	40.6103725	-89.4645248
506103355	40.6777825	-89.5625048
506093526	40.5177475	-88.9620900
506107752	40.8169424	-89.6056948
506100329	40.6109425	-89.4616148
506101085	40.6036425	-89.4831788
506103093	40.7156465	-89.5697948
506089487	40.7263724	-88.4884551
506102479	40.6957325	-89.5165048
506097809	40.7412224	-89.0177350
506094602	40.5177005	-88.9827260
506105434	40.6901325	-89.5929748
506097760	40.7400024	-89.0222750
506104070	40.7255595	-89.5744978
506113561	40.7126325	-89.6905848
506106535	40.6948725	-89.5970848
506099543	40.7896624	-89.3799848
506095305	40.4933775	-88.9941000
506108443	40.6753025	-89.6160348
506111475	40.5683225	-89.6489348
506106311	40.6982825	-89.5957148
506500041	41.5246022	-88.0981951
506110418	40.6715025	-89.6264848
506556086	41.7633183	-89.2667458
506173951	41.3171083	-88.6583030
506114481	40.5503425	-89.8511747
506104214	40.6617625	-89.5864248
506106545	40.6695325	-89.5933348
506104205	40.6666825	-89.5813748
506096789	40.7387824	-89.0106750
506108328	40.7125125	-89.6128248
506105717	40.6967825	-89.5912648
506114164	40.8327125	-89.8687947
506098484	40.6620924	-89.3005649
506097693	40.3904547	-89.0620713
506093137	40.4737215	-88.9606190
506106987	40.7832544	-89.6045928
506098148	40.6196535	-89.2747819
506553668	41.7951352	-88.9414189
506168731	40.9165824	-89.2932579
506110023	40.7962434	-89.6309328
506099532	40.7907724	-89.3653149
506101081	40.6289635	-89.4878268
506109633	40.7483225	-89.6191148
506107829	40.7934024	-89.6074848
506095901	40.4834045	-89.0181660
506511486	41.4787532	-88.1452211
506166595	40.9040424	-89.4932248
506107444	40.6990825	-89.6047548
506520823	41.5095222	-88.1946051
506100214	40.8086724	-89.4329448
506100478	40.6124425	-89.4605348
506097385	40.7370124	-89.0236350
506103240	40.8341524	-89.5500748
506112338	40.8450624	-89.6630148
506089150	40.7354104	-88.5066191
506168750	41.2241231	-89.3070550
506091921	40.4842305	-88.9493580
506107763	40.7828224	-89.6059448
506107919	40.7299495	-89.6127588
506175815	40.9450424	-88.6299050
506091185	40.5061125	-88.9113940
506103482	40.6754025	-89.5596348
506111691	40.7725124	-89.6441248
506555700	41.8662272	-89.2192998
506625104	41.5570826	-93.7445335
506168800	40.9064930	-89.3045846
506171853	40.9018624	-89.0409149
506094651	40.5094285	-88.9849710
506099546	40.8249024	-89.3369749
506093886	40.4806465	-88.9802240
506113188	40.8620324	-89.6758548
506105758	40.7404025	-89.5926348
506113849	40.8143924	-89.7392547
506096344	40.4444595	-89.0102380
506106346	40.6982825	-89.5957148
506174798	40.8816824	-88.6416951
506110503	40.7486125	-89.6289848
506090263	40.7491554	-88.8841440
506101621	40.6157925	-89.4623948
506101835	40.6965425	-89.4780748
506110692	40.7872124	-89.6298248
506099214	40.6297925	-89.3335249
506098501	40.6604625	-89.3090749
506105792	40.7432025	-89.5899448
506111760	40.8116424	-89.6409548
506108902	40.5561525	-89.6195738
506099529	40.8049524	-89.3575249
506110052	40.7963944	-89.6309318
506114477	40.5612425	-89.8299647
506561368	41.4525524	-90.1463846
506104421	40.6978425	-89.5833048
506092510	40.4841835	-88.9432370
506098781	40.7879724	-89.1594249
506104962	40.6957085	-89.5910338
506095612	40.4980205	-88.9914880
506111632	40.6663225	-89.6457648
506097440	40.7066404	-89.0900689
506103750	40.7242925	-89.5578048
506106930	40.6775425	-89.6069558
506104465	40.7278125	-89.5739748
506097018	40.4897465	-89.0303530
506100852	40.7019025	-89.4369248
506112573	40.6092325	-89.6707648
506094230	40.4826325	-88.9797080
506093856	40.4933805	-88.9715810
506110050	40.7327415	-89.6319618
506096742	40.5421125	-88.9937620
506100995	40.6161425	-89.4648478
506101678	40.5255625	-89.4908448
506161445	40.9378025	-90.3890545
506112487	40.7076925	-89.6669348
506105522	40.6958025	-89.5945348
506111112	40.5676267	-89.6459225
506101568	40.6152925	-89.4680448
506102089	40.8164984	-89.4966598
506170859	40.8830024	-89.1124149
506102767	40.5285025	-89.4993148
506103207	40.7437125	-89.5741218
506174482	40.8837514	-88.6381461
506098565	40.6982024	-89.2739949
506099545	40.7851924	-89.3894148
506091332	40.4856545	-88.9277770
506168827	40.9233724	-89.2906949
506112587	40.6528625	-89.6486948
506098508	40.7210524	-89.2818049
506105316	40.6938725	-89.5901648
506110816	40.6957525	-89.6327048
506108771	40.7864124	-89.6162548
506168023	41.2178624	-89.3128128
506097380	40.7392514	-89.0236780
506101032	40.6170105	-89.4686718
506107533	40.7448125	-89.6033648
506166675	40.9494424	-89.5064448
506105698	40.7308925	-89.5884648
506111907	40.6451105	-89.6733258
506091135	40.4532685	-88.9371770
506098611	40.7219324	-89.2712349
506166545	40.9235824	-89.4926748
508094858	39.1674340	-94.6015796
506098019	40.7234624	-89.2728199
506100936	40.6053045	-89.4659338
506099415	40.7695324	-89.3348849
506098587	40.7384024	-89.2383249
506099555	40.7921224	-89.3614649
506109856	40.8644164	-89.6303838
506089943	40.7462544	-88.8042360
506097190	40.4914875	-89.0329600
506097871	40.6715094	-89.2042509
506090574	40.6500654	-88.8488280
506098625	40.7271624	-89.2737449
506090536	40.6461434	-88.7810360
506098539	40.7201224	-89.2732049
506174669	40.9897824	-88.7285450
506110655	40.7983124	-89.6275948
506110735	40.7482925	-89.6328448
506112532	40.6983925	-89.6676248
506100404	40.6257725	-89.4539048
506099499	40.8180224	-89.3578649
506096400	40.7343644	-89.0082830
506098799	40.7957224	-89.1956449
506103642	40.7153625	-89.5639348
506093920	40.4604415	-88.9775560
506090303	40.7418994	-88.8717800
506097553	40.5043655	-89.0183610
506104568	40.6982425	-89.5837948
506104082	40.7319955	-89.5864978
506104233	40.6607725	-89.5881948
506095644	40.4952795	-88.9952460
506098996	40.7921644	-89.3433369
506110055	40.7966264	-89.6310788
506098691	40.6309125	-89.2627149
506098906	40.8503774	-89.3449769
506105766	40.7380225	-89.5925148
506107929	40.7298625	-89.6127578
506106724	40.7442625	-89.6027548
506093146	40.4800015	-88.9591940
506091964	40.4763895	-88.9503270
506104496	40.6949625	-89.5863748
506099581	40.4352525	-89.3151849
506111957	40.5529325	-89.6604728
506105302	40.6885525	-89.5928148
506169861	40.8946924	-89.2104349
506098164	40.6294135	-89.2781709
506108095	40.8132774	-89.6179288
506095805	40.5130145	-88.9913720
506106527	40.6887025	-89.6009048
506099404	40.7891124	-89.3718849
506112148	40.6448725	-89.6734348
506101589	40.5915825	-89.4743548
506171794	40.9010924	-89.0324549
506108436	40.7147725	-89.6126648
505971829	40.1344925	-87.6443554
506101966	40.6755735	-89.5351748
506109287	40.7190625	-89.6224548
506098066	40.7086844	-89.2713959
506107564	40.7407225	-89.6033948
506088958	40.7358764	-88.6416671
506104356	40.7274025	-89.5739848
506103815	40.7421825	-89.5727448
506105712	40.6965625	-89.5879948
506110783	40.7969924	-89.6278948
506098161	40.6387085	-89.2595809
506108693	40.7477525	-89.6139748
506093178	40.4744285	-88.9583760
505957046	40.3121175	-88.9499920
506101209	40.7634024	-89.4716248
506110741	40.7877024	-89.6270348
506097878	40.6169835	-89.2044339
506100117	40.4247238	-89.4283638
506103486	40.6733525	-89.5407448
506104944	40.6957365	-89.5938358
506099162	40.7921330	-89.4143903
506099956	40.6281035	-89.4554588
506094413	40.6157254	-88.9852110
506101627	40.6158825	-89.4681648
506105546	40.6876225	-89.5928748
506099492	40.8098324	-89.3786248
506099911	40.7909724	-89.4628738
506107125	40.5523825	-89.6068248
506107511	40.7574125	-89.6110748
506101923	40.7122245	-89.5331578
505915918	39.2911033	-87.9849926
506101607	40.6167625	-89.4719848
506095477	40.7729584	-88.9869430
506171438	41.1906813	-89.0673499
506101002	40.6097645	-89.4629808
506098245	40.7642364	-89.1578719
506112478	40.6980925	-89.6717848
506099085	40.6443675	-89.4037869
506104300	40.6925625	-89.5892948
506094428	40.5305815	-88.9803100
506172253	41.3456593	-88.8472449
506092527	40.4779505	-88.9503520
506109599	40.7478925	-89.6240348
506103822	40.7441725	-89.5718548
506099041	40.8474574	-89.3984038
506101794	40.6918425	-89.4875748
506099074	40.4337285	-89.3132819
506098156	40.6196535	-89.2747819
506112241	40.6359925	-89.6632148
506094615	40.5188775	-88.9803380
506092584	40.4250985	-88.9422840
506627803	41.6096026	-93.7756235
506098576	40.6936524	-89.2651349
506109332	40.6723525	-89.6259448
506111077	40.7599545	-89.6387718
506098992	40.7902404	-89.3759148
506092109	40.5068035	-88.9530010
506098479	40.7209324	-89.2732149
506095076	40.4804775	-88.9937690
506095569	40.5112035	-88.9896360
506097851	40.7444324	-89.1348749
506169319	41.3541183	-89.1249569
505951738	40.1496855	-89.3487709
506098516	40.7018224	-89.2811249
506103274	40.3721725	-89.5454648
506108147	40.8363724	-89.6171248
506104250	40.6666825	-89.5813748
506102919	40.6297395	-89.5411278
506175450	40.9912424	-88.5555851
506100207	40.8655724	-89.4237748
506109017	40.7920094	-89.6214768
506105801	40.7513424	-89.5884748
506100174	40.4106625	-89.4356649
506110196	40.5415925	-89.6315148
506097560	40.5023515	-89.0561910
506100661	40.7059025	-89.4423348
506098362	40.6273053	-89.2128733
506112969	40.6976595	-89.6804518
506110613	40.7877024	-89.6270348
506110995	40.7032555	-89.6463188
506097429	40.6739894	-89.0756759
506111583	40.6835125	-89.6474748
506104842	40.7385825	-89.5797148
506104509	40.7100325	-89.5849648
506100210	40.7508124	-89.4264848
506098481	40.7222224	-89.2849849
506099519	40.7899324	-89.3686949
506097366	40.7117274	-89.0242530
506098850	40.6682924	-89.1607749
506109212	40.5747025	-89.6185448
506100842	40.6949825	-89.4383548
506096786	40.7386924	-89.0136250
506096440	40.5116605	-89.0032500
506088932	40.3419505	-88.5255501
506100672	40.7041624	-89.4219848
506097865	40.6172255	-89.1983289
506098886	40.7920614	-89.3437979
506091811	40.6331434	-88.8988570
506171808	40.9025824	-89.0266549
506104008	40.7017815	-89.5882958
506109632	40.7446825	-89.6212148
506098544	40.7353224	-89.2718449
506107983	40.7422775	-89.6124638
506107746	40.7357025	-89.6036648
506099542	40.7898524	-89.3666949
506097587	40.5096935	-89.0198310
506100712	40.7035124	-89.4245148
506096498	40.4978305	-89.0012160
506096855	40.8530324	-89.1234159
506110397	40.6890825	-89.6345648
506107726	40.7357525	-89.6074648
506095763	40.4980205	-88.9914880
506109641	40.7423125	-89.6243048
506101846	40.6925025	-89.4888948
506100322	40.6114525	-89.4612148
506101329	40.6035125	-89.4757548
506099009	40.7856084	-89.3857518
506093670	40.5104215	-88.9576380
506095180	40.4891105	-88.9939630
506106562	40.6949225	-89.6006048
506106865	40.4717905	-89.6062418
506108765	40.7827724	-89.6115448
506100165	40.7775524	-89.4536248
506102569	40.8271024	-89.5072348
506098966	40.5294515	-89.3622489
506106372	40.6990925	-89.5956748
506105382	40.6933825	-89.5928048
506101021	40.6165065	-89.4656838
506168706	40.9174244	-89.2909639
506104304	40.6925625	-89.5892948
506098400	40.6014625	-89.1533949
506099662	40.7229324	-89.3554549
506171788	40.9024424	-89.0450649
506102401	40.7095625	-89.5309948
506104968	40.6882585	-89.5902778
506099215	40.6295625	-89.3274349
506107435	40.7030425	-89.6081048
506112871	40.8568704	-89.6782438
506101087	40.6116795	-89.4632928
506103993	40.6898645	-89.5874198
506113579	40.7062325	-89.7054548
506101611	40.6167925	-89.4671248
506099395	40.5305625	-89.3596349
506102711	40.7027725	-89.5346048
506095798	40.5074495	-88.9872160
506102619	40.7095625	-89.5309948
506100793	40.7034524	-89.4192148
506105890	40.6679035	-89.5972758
506089742	40.8666424	-88.6322151
506097832	40.8104424	-89.1426449
506111633	40.6789825	-89.6380448
506101944	40.7638884	-89.5355338
506106973	40.7469645	-89.6110898
506168828	40.8821924	-89.2294149
506097730	40.6274624	-89.1136849
506091930	40.5027105	-88.9514560
506168704	40.9179684	-89.2910549
506111752	40.7395125	-89.6409548
506102296	40.8093624	-89.5216048
506095762	40.5138245	-88.9917100
506096376	40.7454754	-89.0154760
506113583	40.7112425	-89.6955348
506098443	40.6184625	-89.2111449
506096848	40.6709424	-89.0076550
506107149	40.5557525	-89.6111748
506095282	40.4846705	-88.9937850
506102991	40.6732355	-89.5689038
506097816	40.7344024	-89.0181250
506103085	40.7183375	-89.5583488
506100336	40.5959525	-89.4608948
506092286	40.4803305	-88.9461740
506106441	40.7242825	-89.6019448
506098667	40.7133524	-89.2693349
506098212	40.8302504	-89.2354609
506173214	41.3563083	-88.8344910
506098216	40.7962404	-89.1966119
506094470	40.5204015	-88.9761310
506103569	40.8311124	-89.5639648
506098169	40.6180125	-89.2772139
506096868	40.8493974	-89.1216089
506092852	40.8396524	-88.9503850
506170331	41.3359953	-89.1008229
506098714	40.8370924	-89.2827149
506101011	40.6193865	-89.4726738
506110592	40.7427625	-89.6330148
506109383	40.6928925	-89.6214748
506112596	40.7703625	-89.6486748
506113744	40.6397925	-89.6828148
506105716	40.7001825	-89.5912548
506096395	40.7375154	-89.0063060
506109919	40.5399305	-89.6307258
506099714	40.7028524	-89.4072648
506108133	40.7603727	-89.6120847
506093557	40.5133115	-88.9551980
506090261	40.7396234	-88.8788760
506099107	40.7200574	-89.4055778
506103054	40.8143964	-89.5679808
506095538	40.5958524	-88.9902140
506093926	40.4839615	-88.9726640
506108620	40.7509525	-89.6157648
506098452	40.6184725	-89.2101349
505915341	39.3098526	-87.9764434
506095514	40.6078674	-88.9923140
506098579	40.7184824	-89.2705949
506101689	40.5235825	-89.4894748
506098095	40.7203564	-89.2818089
506094024	40.4648815	-88.9835620
506168812	40.9046624	-89.3923648
506099906	40.7914884	-89.4322438
506105330	40.6938725	-89.5901648
506097830	40.7878724	-89.1066049
506093302	40.4648945	-88.9573900
506097428	40.7369764	-89.0249310
506097685	40.7355350	-89.0192208
506092771	40.5177795	-88.9401510
506101936	40.7107795	-89.5315388
506102318	40.7444024	-89.5134848
506104547	40.6956225	-89.5868548
506170860	40.8777324	-89.1034549
506109971	40.7475475	-89.6296388
506097805	40.7454324	-89.0223750
506102243	40.8600924	-89.5263048
506100863	40.7640444	-89.4719688
506114485	40.5815125	-89.8618747
506098862	40.8503544	-89.3472549
506098765	40.7977024	-89.1975149
506107259	40.7134025	-89.6079348
506093358	40.4737705	-88.9585550
506097633	40.7306944	-89.1108179
506106599	40.6999625	-89.5985348
506098277	40.8217444	-89.2740119
506110350	40.7250325	-89.6316948
506109462	40.7395125	-89.6261248
506098117	40.7194294	-89.2861179
506105173	40.7021915	-89.5909738
506098416	40.6208425	-89.2375149
506113309	40.7630825	-89.7551547
506105990	40.6838735	-89.6019538
506110739	40.7931424	-89.6279348
506096112	40.4785275	-89.0066180
506101173	40.6961185	-89.4740358
506103570	40.8158924	-89.5706948
506111517	40.6823125	-89.6433348
506098584	40.7366024	-89.2712649
506102306	40.7508924	-89.5114848
506101714	40.6913225	-89.4839848
506109059	40.6795149	-89.6237109
506113591	40.6968925	-89.6790948
506099896	40.7757294	-89.4271578
506100542	40.6150525	-89.4517948
506111994	40.5528895	-89.6551638
506100901	40.5965115	-89.4730088
506106205	40.6491725	-89.5985248
506103167	40.7437125	-89.5741218
506109726	40.7850924	-89.6223048
506098559	40.7137424	-89.2896949
506096843	40.7414624	-89.0130850
506093232	40.4739365	-88.9663810
506096839	40.7387324	-89.0123750
506105373	40.6938725	-89.5901648
506114307	40.7777625	-89.9671247
506101830	40.6915225	-89.4687748
506108334	40.7147725	-89.6126648
506093785	40.5186525	-88.9636640
506103059	40.8211184	-89.5666088
506097472	40.8485414	-89.0281819
506094105	40.4806405	-88.9805040
506109799	40.7887224	-89.6190348
506105407	40.6932625	-89.5906348
506107004	40.7949784	-89.6065098
506106849	40.7006425	-89.5950448
506110856	40.6494495	-89.6496948
506108891	40.5678695	-89.6215768
506098536	40.7017024	-89.2732649
506099128	40.7031664	-89.4063258
505915324	39.3070696	-87.9862884
506096105	40.4769885	-89.0002970
506094842	40.5167032	-88.9832008
506107406	40.6958525	-89.6093348
506100772	40.7062224	-89.4357148
506112443	40.5218125	-89.6627748
506100721	40.7034624	-89.4188748
506102666	40.8326024	-89.4942148
506098753	40.7777824	-89.2351949
506112913	40.4574955	-89.7031028
506171013	40.9016724	-89.0363379
506104210	40.6660725	-89.5812048
506105641	40.7224125	-89.5941048
506104641	40.7459225	-89.5792448
506112254	40.6494125	-89.6517448
506101293	40.8449724	-89.4840348
506093720	40.5187415	-88.9636650
506171795	40.8954124	-89.0339349
506097433	40.7187674	-89.0628439
506103998	40.6898645	-89.5874198
506170994	40.9024444	-89.0339209
506098282	40.7935604	-89.2027249
506102000	40.7666394	-89.5367328
506100914	40.6048545	-89.4844898
506098090	40.7121224	-89.2727229
506094674	40.5140565	-88.9844710
506099784	40.7100924	-89.4029348
506109811	40.7929924	-89.6260448
506098610	40.7219324	-89.2732349
506103722	40.7341125	-89.5625948
506107837	40.7821424	-89.6084148
506107374	40.6947625	-89.6079648
506099007	40.7926504	-89.3543099
506096805	40.7354324	-89.0093550
506103899	40.6691855	-89.5877918
506100101	40.7034174	-89.4267128
506108975	40.7481395	-89.6186438
506099827	40.7105624	-89.3950149
506101979	40.7835674	-89.5322718
506111602	40.7240825	-89.6365948
506168825	40.8975724	-89.3471548
508566381	39.4144190	-94.8869145
506102721	40.8241724	-89.5222348
506111034	40.6533025	-89.6483348
506099023	40.7904924	-89.3618319
506111557	40.7303025	-89.6449848
506098010	40.7369094	-89.2796489
506090956	40.4583125	-88.9072060
506171798	40.8988524	-89.0284149
506091973	40.4840395	-88.9492580
506110330	40.7310925	-89.6311648
506097696	40.8615424	-89.1375949
506104094	40.7320215	-89.5880898
506092087	40.4662265	-88.9482200
506099903	40.8176834	-89.4498418
506102722	40.8289124	-89.5208548
506090948	40.4727465	-88.9080830
506107089	40.8383224	-89.6095148
506168472	40.8785994	-89.3929258
506097690	40.7355350	-89.0192208
506108664	40.7622124	-89.6109048
506095712	40.5467815	-88.9931950
506109686	40.7939424	-89.6208348
506098816	40.8222424	-89.2083449
506096500	40.5004405	-89.0035660
506095108	40.4891165	-88.9900040
506091694	40.6474474	-88.9354120
506100355	40.6118525	-89.4565548
506094717	40.5388295	-88.9835570
506102702	40.7645224	-89.5368848
506097064	40.4893325	-89.0752920
505951940	40.1469215	-89.3848589
506100433	40.6076925	-89.4615348
506110755	40.7427625	-89.6330148
506110992	40.7034795	-89.6419078
506113532	40.6857225	-89.6858948
506092759	40.5139185	-88.9526380
506109637	40.7653424	-89.6191248
506104328	40.7152625	-89.5757348
506107936	40.7198225	-89.6129498
506101000	40.5904825	-89.4758078
506106094	40.7466895	-89.6016718
506092883	40.4838265	-88.9605320
506093042	40.4842835	-88.9619630
506107934	40.7196235	-89.6129558
506102040	40.7828534	-89.5223508
506092449	40.4966315	-88.9509140
506098532	40.7002624	-89.2753749
506103992	40.6908785	-89.5886688
506112308	40.6471925	-89.6529948
506096428	40.6356564	-89.0077600
506106098	40.7470505	-89.6030398
506102943	40.6738445	-89.5424418
506097441	40.6973104	-89.0430490
506098585	40.7631124	-89.2467149
506099034	40.7920814	-89.3493709
506097801	40.7084324	-89.0980449
508090760	39.1625690	-94.6212465
506105460	40.6938725	-89.5901648
506167739	40.9157224	-89.4850048
506093946	40.4665805	-88.9853370
506099604	40.4407125	-89.3165549
506111732	40.7478425	-89.6455148
506107674	40.7459925	-89.6062448
505951730	40.1577345	-89.3989689
506106978	40.7883514	-89.6078938
506091274	40.4650905	-88.9325190
506105493	40.6878025	-89.5925948
506105631	40.7245925	-89.5932848
506098468	40.6549224	-89.2593049
506101444	40.6158425	-89.4646748
506091034	40.4885275	-88.9334800
506166877	40.9162404	-89.4856428
506100779	40.6967025	-89.4378048
506104429	40.7004625	-89.5740348
506108740	40.7374625	-89.6112848
506091278	40.5008645	-88.9262150
506105462	40.6948825	-89.5917248
506110700	40.7413025	-89.6326548
506091326	40.5008235	-88.9064800
506100429	40.6001725	-89.4573548
506098144	40.6196535	-89.2747819
506106380	40.7125125	-89.5946248
506100541	40.6105525	-89.4617848
506099411	40.7899024	-89.3708949
506108633	40.7559125	-89.6112148
506099511	40.8032224	-89.3818548
506098424	40.6175625	-89.2098749
506093783	40.5415295	-88.9545310
506101934	40.8025594	-89.5220268
506099110	40.7034834	-89.4058118
506175191	41.3073313	-88.6094860
505776678	38.3501928	-88.9458352
506107082	40.8463424	-89.6070548
506095614	40.4976685	-88.9914730
501277395	33.8558652	-118.3156388
506093287	40.4737685	-88.9584530
506097393	40.6678974	-89.0327380
506098431	40.6049225	-89.2035149
506100206	40.7603024	-89.4303648
506097892	40.6457614	-89.2375409
506103479	40.6738625	-89.5439148
506108561	40.7385525	-89.6129748
506110147	40.5638625	-89.6320448
506109643	40.7372225	-89.6255548
506106623	40.7585224	-89.5936348
506098840	40.7945224	-89.1703749
506181810	41.1218823	-87.8725253
506105539	40.6924925	-89.5929348
506109358	40.6745725	-89.6190848
506111766	40.8113424	-89.6363948
506166562	40.9268124	-89.5682948
506106348	40.6857425	-89.5947748
506097768	40.7670724	-89.1009349
506107038	40.6792542	-89.6043799
506111343	40.5670925	-89.6378348
506092482	40.5103315	-88.9530740
506101295	40.7738024	-89.4912748
506098081	40.7214704	-89.2730899
506108860	40.8421994	-89.6231628
505787897	38.4903819	-89.9836739
506110984	40.6815465	-89.6425488
506103609	40.5559725	-89.5409048
506087870	40.7537524	-88.2963932
506102213	40.8523924	-89.5325048
506101429	40.6174325	-89.4670748
506095773	40.4976685	-88.9914730
506098751	40.7779924	-89.1938149
506098071	40.7144764	-89.2726269
506113606	40.6859925	-89.6904848
506096431	40.5683744	-88.9992290
506098285	40.8217444	-89.2740119
506094018	40.4666085	-88.9827720
506101102	40.5255915	-89.4911968
506111862	40.6452245	-89.6714878
506170861	40.8815624	-89.1158549
506104636	40.7466425	-89.5782648
506103032	40.5860715	-89.5434788
506100431	40.5899425	-89.4601748
506110619	40.7489825	-89.6333648
506098007	40.7306764	-89.2730759
506171017	40.9006714	-89.0337469
506103092	40.7128245	-89.5671488
506095368	40.4910645	-88.9879480
506090136	40.3812975	-88.8675970
506170671	41.3457653	-89.1159129
506105333	40.6938725	-89.5901648
505915568	39.3413766	-87.8815624
506090251	40.7396074	-88.8812300
506166547	40.9170524	-89.5005148
506101503	40.6065125	-89.4660048
506098500	40.7575324	-89.2757449
506106318	40.6857025	-89.5973048
505788253	38.4947129	-89.9788549
506171671	40.8966956	-89.0347108
506104464	40.6960725	-89.5845948
506095148	40.4769655	-88.9926890
506098402	40.8497424	-89.3006749
506097220	40.4886165	-89.1102990
506093369	40.4801105	-88.9591940
506106077	40.7759954	-89.6025978
506108746	40.7876524	-89.6171948
506098056	40.7214704	-89.2730899
506097092	40.4877075	-89.0539510
