sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
72768513	172030301001	1	270000	40.9186595	-89.2987762
72768514	172030301001	1	58100	40.9159087	-89.2956975
72768515	172030301001	1	67100	40.9208989	-89.2968448
72768516	172030301001	1	212300	40.9161387	-89.2961649
72768517	172030301001	1	23200	40.9188240	-89.2995075
72768518	172030301001	1	77030	40.9159417	-89.2834140
72768519	172030301001	1	0	40.9165963	-89.2837287
72768520	172030301001	1	140000	40.9222016	-89.2991398
72768521	172030301001	1	30100	40.9140937	-89.2928152
72768522	172030301001	1	30000	40.9223304	-89.3016078
72768523	172030301001	1	18400	40.9150452	-89.2894632
72768524	172030301001	1	59700	40.8720489	-89.3130752
72768525	172030301001	1	67500	40.9148778	-89.2896971
72768526	172030301001	1	45100	40.9226298	-89.3009741
72768527	172030301001	1	46000	40.9155013	-89.2837307
72768528	172030301001	1	17000	40.9143306	-89.2920862
72768529	172030301001	1	132900	40.9150345	-89.2837993
72768530	172030301001	1	6600	40.8725062	-89.3122734
72768531	172030301001	1	101000	40.9221219	-89.2965032
72768532	172030301001	1	33290	40.8720118	-89.3119653
72768533	172030301001	1	0	40.9225439	-89.2968924
72768534	172030301001	1	14400	40.9132823	-89.2927232
72768535	172030301001	1	43200	40.9162595	-89.2946820
72768536	172030301001	1	28870	40.9228134	-89.2992674
72768537	172030301001	1	90560	40.9223238	-89.2995189
72768538	172030301001	1	212600	40.9165544	-89.2853574
72768539	172030301001	1	64000	40.9158719	-89.2944109
72768540	172030301001	1	87000	40.9161461	-89.2852648
72768541	172030301001	1	16500	40.9209763	-89.2981030
72768542	172030301001	1	35600	40.9171911	-89.2991600
72768543	172030301001	1	26000	40.9132424	-89.2927558
72768544	172030301001	1	22000	40.9176461	-89.2991517
72768545	172030301001	1	59100	40.8726370	-89.3142234
72768546	172030301001	1	7200	40.9203777	-89.3026313
72768547	172030301001	1	16000	40.9143613	-89.2978630
72768548	172030301001	1	22000	40.8270862	-89.3118609
72768549	172030301001	1	25900	40.8703074	-89.3118809
72768550	172030301001	1	15000	40.8607742	-89.3125227
72768551	172030301001	1	19800	40.9212131	-89.3000403
72768552	172030301001	1	95000	40.9230814	-89.3031856
72768553	172030301001	1	90560	40.9183886	-89.2975764
72768554	172030301001	1	32200	40.9224507	-89.3028091
72768555	172030301001	1	17900	40.9180177	-89.3003749
72768556	172030301001	1	29700	40.8715054	-89.3120119
72768557	172030301001	1	60120	40.9174073	-89.3005775
72768558	172030301001	1	33300	40.9143636	-89.2859284
72768559	172030301001	1	5600	40.9211160	-89.2983100
72768560	172030301001	1	28870	40.9149391	-89.2997511
72768561	172030301001	1	48840	40.8724346	-89.3087810
72768562	172030301001	1	14900	40.9149514	-89.2848675
72768563	172030301001	1	41510	40.9144694	-89.2841249
72768564	172030301001	1	14000	40.9219559	-89.3025855
72768565	172030301001	1	1900	40.9217311	-89.3003605
72768566	172030301001	1	196000	40.8713625	-89.3099412
72768567	172030301001	1	76000	40.9227470	-89.3045380
72768568	172030301001	1	1900	40.8716268	-89.3104750
72768569	172030301001	1	40870	40.8721992	-89.3078756
72768570	172030301001	1	151500	40.9165473	-89.2912745
72768571	172030301001	1	31000	40.9164662	-89.3005432
72768572	172030301001	1	28900	40.9193754	-89.3009091
72768573	172030301001	1	29700	40.9220923	-89.3016643
72768574	172030301001	1	44150	40.9217347	-89.2970795
72768575	172030301001	1	68100	40.9212869	-89.2989330
72768576	172030301001	1	25900	40.9178447	-89.3017463
72768577	172030301001	9	78100	40.9212855	-89.3012381
72768578	172030301001	1	0	40.8610676	-89.3124909
72768579	172030301001	1	34000	40.9249093	-89.1845824
72768580	172030301001	1	23100	40.9106212	-89.1820198
72768581	172030301001	1	103000	40.8725494	-89.2987257
72768582	172030301001	1	40000	40.8719829	-89.3071281
72768583	172030301001	1	44400	40.8947189	-89.2309319
72768584	172030301001	1	24960	40.8718888	-89.2949932
72768585	172030301001	1	62000	40.8725210	-89.3041302
72768586	172030301001	1	26200	40.9100660	-89.1850467
72768587	172030301001	1	1900	40.8728185	-89.3031296
72768588	172030301001	1	76900	40.8622003	-89.3125844
72768589	172030301001	1	21300	40.8718921	-89.2974398
72768590	172030301001	1	25500	40.8727288	-89.3023399
72768591	172030301001	1	16000	40.8719871	-89.2959278
72768592	172030301001	1	178010	40.9110135	-89.1833169
72768593	172030301001	1	8100	40.8655076	-89.2940473
72768594	172030301001	1	30000	40.9213558	-89.3024796
72768595	172030301001	1	41000	40.8513325	-89.2816750
72768596	172030301001	1	39100	40.8691388	-89.3116265
72768597	172030301001	1	67500	40.8947877	-89.3105518
72768598	172030301001	1	21450	40.9104490	-89.1802218
72768599	172030301001	1	81240	40.9229905	-89.2984036
72768600	172030301001	1	68000	40.8714463	-89.3079677
72768601	172030301001	1	22100	40.8576631	-89.2749806
72768602	172030301001	1	35800	40.8494958	-89.2935392
72768603	172030301001	1	23200	40.8581559	-89.2695635
72768604	172030301001	1	20000	40.8506955	-89.2501199
72768605	172030301001	1	72644	40.8650136	-89.2752530
72768606	172030301001	1	29700	40.8720578	-89.3000605
72768607	172030301001	1	42000	40.8656323	-89.3122011
72768608	172030301001	1	107000	40.9157205	-89.2793508
72768609	172030301001	1	99300	40.8719163	-89.3058095
72768610	172030301001	1	216000	40.8946370	-89.3098088
72768611	172030301001	1	15300	40.8550155	-89.2754785
72768612	172030301001	1	49500	40.8518181	-89.1835789
72768613	172030301001	1	26290	40.8958936	-89.1984901
72768614	172030301001	9	6600	40.9050979	-89.1785153
72768615	172030301001	1	19820	40.8582149	-89.2712578
72768616	172030301001	1	28900	40.8653407	-89.3066529
72768617	172030301001	1	97000	40.9196291	-89.3057189
72768618	172030301001	1	25000	40.9236655	-89.2994643
72768619	172030301001	1	22200	40.9166724	-89.2764394
72768620	172030301001	1	36000	40.8484255	-89.3125402
72768621	172030301001	1	18000	40.8491786	-89.3124857
72768622	172030301001	1	50800	40.8408372	-89.3122495
72768623	172030301001	1	22100	40.8416224	-89.3118041
72768624	172030301001	1	210000	40.9162675	-89.2767406
72768625	172030301001	1	119000	40.9162285	-89.2771432
72768626	172030301001	1	56200	40.8350261	-89.2938935
72768627	172030301001	1	222000	40.9103418	-89.1831164
72768628	172030301001	1	9600	40.8506223	-89.2873423
72768629	172030301001	1	98500	40.9044959	-89.1791243
72768630	172030301001	1	47200	40.9040772	-89.1792881
72768631	172030301001	1	34700	40.8507485	-89.2510678
72768632	172030301001	1	17000	40.9059323	-89.1793245
72768633	172030301001	1	47800	40.9235397	-89.3009185
72768634	172030301001	1	18100	40.8477698	-89.2745417
72768635	172030301001	1	-7200	40.9095575	-89.2830842
72768636	172030301001	1	18300	40.9103076	-89.2566288
72768637	172030301001	1	97100	40.9101708	-89.2413880
72768638	172030301001	1	68800	40.8956314	-89.2185059
72768639	172030301001	1	30100	40.8934774	-89.2302187
72768640	172030301001	1	112500	40.9201130	-89.3078030
72768641	172030301001	1	97300	40.8821437	-89.1779310
72768642	172030301001	1	14630	40.8744581	-89.3185712
72768643	172030301001	1	43390	40.9215844	-89.3035169
72768644	172030301001	1	93250	40.8348342	-89.3112884
72768645	172030301001	1	22000	40.8494639	-89.2922006
72768646	172030301001	1	18000	40.9220309	-89.2754735
72768647	172030301001	1	16480	40.8971311	-89.1603706
72768648	172030301001	1	40870	40.8848609	-89.3144544
72768649	172030301001	1	21100	40.9103673	-89.2423818
72768650	172030301001	1	120200	40.8726968	-89.3179295
72768651	172030301001	1	86670	40.8945795	-89.2748298
72768652	172030301001	1	74100	40.8427391	-89.3116471
72768653	172030301001	9	6600	40.8789805	-89.1781468
72768654	172030301001	1	41800	40.8518802	-89.2807960
72768655	172030301001	1	40000	40.8730870	-89.3192766
72768656	172030301001	1	104010	40.8399969	-89.2954759
72768657	172030301001	1	0	40.8680768	-89.2942499
72768658	172030301001	1	34000	40.9089972	-89.2822755
72768659	172030301001	1	39000	40.8500704	-89.2965429
72768660	172030301001	1	43700	40.9099369	-89.1994040
72768661	172030301001	1	51800	40.8504545	-89.2989550
72768662	172030301001	1	83800	40.8499849	-89.2958037
72768663	172030301001	1	27100	40.8502135	-89.2945589
72768664	172030301001	1	60000	40.8498329	-89.2988294
72768665	172030301001	1	18900	40.8499445	-89.2863988
72768666	172030301001	1	22520	40.8516252	-89.1817238
72768667	172030301001	1	13500	40.8511250	-89.2618505
72768668	172030301001	1	19800	40.8682961	-89.2944338
72768669	172030301001	1	82000	40.9214239	-89.3091639
72768670	172030301001	1	20000	40.9164280	-89.2796574
72768671	172030301001	1	24000	40.8502636	-89.2745433
72768672	172030301001	1	28000	40.8728642	-89.3014060
72768673	172030301001	1	34000	40.9202387	-89.3080885
72768674	172030301001	1	118000	40.8507070	-89.2492681
72768675	172030301001	1	112000	40.8502793	-89.2606725
72768676	172030301001	1	45100	40.8512255	-89.2388390
72768677	172030301001	1	33290	40.8387218	-89.2475011
72768678	172030301001	1	63900	40.9197710	-89.3068236
72768679	172030301001	1	73000	40.9205404	-89.3094842
72768680	172030301001	1	84000	40.8742162	-89.3158505
72768681	172030301001	1	1000	40.8499282	-89.2883582
72768682	172030301001	1	14400	40.8376039	-89.2483555
72768683	172030301001	1	46000	40.8506869	-89.2782341
72768684	172030301001	1	30130	40.8794780	-89.3167340
72768685	172030301001	1	23040	40.9038447	-89.2751045
72768686	172030301001	1	106040	40.8839297	-89.2748973
72768687	172030301001	1	311500	40.9192470	-89.3086776
72768688	172030301001	1	79500	40.8627114	-89.2557133
72768689	172030301001	1	55340	40.8956090	-89.3112901
72768690	172030301001	1	73200	40.8603750	-89.2744564
72768691	172030301001	1	95000	40.8664076	-89.2940894
72768692	172030301001	1	180000	40.8827236	-89.3150158
72768693	172030301001	1	101000	40.8593537	-89.2740606
72768694	172030301001	1	43390	40.8948397	-89.2552151
72768695	172030301001	1	44000	40.8785660	-89.1780702
72768696	172030301001	1	32150	40.8709171	-89.3074297
72768697	172030301001	1	29500	40.8951401	-89.3101890
72768698	172030301001	1	36000	40.9138271	-89.3012766
72768699	172030301001	1	135000	40.9109916	-89.1803686
72768700	172030301001	1	41000	40.8682391	-89.3122817
72768701	172030301001	1	68500	40.8678005	-89.3120023
72768702	172030301001	1	81240	40.9106769	-89.1848459
72768703	172030301001	1	24300	40.8516167	-89.2738760
72768704	172030301001	1	30200	40.8569093	-89.2746158
72768705	172030301001	1	22000	40.8966639	-89.1977554
72768706	172030301001	1	46800	40.8726393	-89.2551869
72768707	172030301001	1	22500	40.9254713	-89.2173837
72768708	172030301001	1	43500	40.9105355	-89.1998800
72768709	172030301001	1	152800	40.9249385	-89.2541971
72768710	172030301001	1	117100	40.8506940	-89.2689003
72768711	172030301001	1	40000	40.8579297	-89.2741492
72768712	172030301001	1	38280	40.8573364	-89.2725444
72768713	172030301001	1	27800	40.8513912	-89.1801523
72768714	172030301001	1	18100	40.9161850	-89.2817302
72768715	172030301001	1	18000	40.9200728	-89.3106633
72768716	172030301001	1	364800	40.9109024	-89.1907894
72768717	172030301001	1	5600	40.9140411	-89.2851381
72768718	172030301001	1	27300	40.8512169	-89.2660831
72768719	172030301002	1	72644	40.9176598	-89.2918578
72768720	172030301002	1	63000	40.9200655	-89.2959568
72768721	172030301002	1	78000	40.9233731	-89.2904345
72768722	172030301002	1	0	40.9230880	-89.2930146
72768723	172030301002	1	35000	40.9199912	-89.2959026
72768724	172030301002	1	181220	40.9167363	-89.2887378
72768725	172030301002	1	41000	40.9193354	-89.2959661
72768726	172030301002	1	45000	40.9168716	-89.2893127
72768727	172030301002	1	40000	40.9169718	-89.2887187
72768728	172030301002	1	76500	40.9228962	-89.2921012
72768729	172030301002	1	43000	40.9228927	-89.2930097
72768730	172030301002	1	47400	40.9168754	-89.2893111
72768731	172030301002	1	129700	40.9167111	-89.2893423
72768732	172030301002	1	75000	40.9168795	-89.2897382
72768733	172030301002	1	5000	40.9228177	-89.2901784
72768734	172030301002	1	34400	40.9185244	-89.2835231
72768735	172030301002	1	380	40.9188244	-89.2950421
72768736	172030301002	1	5000	40.9172319	-89.2872526
72768737	172030301002	1	14630	40.9226563	-89.2921492
72768738	172030301002	1	21600	40.9230668	-89.2922828
72768739	172030301002	1	163000	40.9227428	-89.2922408
72768740	172030301002	1	33500	40.9173578	-89.2873703
72768741	172030301002	1	55400	40.9170790	-89.2868829
72768742	172030301002	8	32400	40.9173070	-89.2866537
72768743	172030301002	1	138000	40.9229210	-89.2908707
72768744	172030301002	1	46000	40.9230793	-89.2919606
72768745	172030301002	1	15000	40.9170876	-89.2866766
72768746	172030301002	1	143700	40.9172037	-89.2865646
72768747	172030301002	1	90000	40.9232561	-89.2913036
72768748	172030301002	1	0	40.9229618	-89.2910602
72768749	172030301002	1	10000	40.9231866	-89.2910637
72768750	172030301002	1	399000	40.9181737	-89.2828811
72768751	172030301002	1	46800	40.9215727	-89.2902742
72768752	172030301002	1	66000	40.9188102	-89.2958205
72768753	172030301002	1	74000	40.9186473	-89.2948776
72768754	172030301002	1	16420	40.9185028	-89.2949124
72768755	172030301002	1	87000	40.9211830	-89.2909644
72768756	172030301002	1	84200	40.9185107	-89.2955146
72768757	172030301002	1	40000	40.9208366	-89.2907086
72768758	172030301002	1	80000	40.9196387	-89.2889856
72768759	172030301002	1	1000	40.9194427	-89.2894097
72768760	172030301002	1	145000	40.9207852	-89.2903420
72768761	172030301002	1	42000	40.9214252	-89.2902554
72768762	172030301002	1	6000	40.9194002	-89.2888594
72768763	172030301002	1	22100	40.9191155	-89.2896410
72768764	172030301002	1	63000	40.9189638	-89.2899470
72768765	172030301002	1	50020	40.9220454	-89.2906186
72768766	172030301002	1	45000	40.9232584	-89.2865882
72768767	172030301002	1	190000	40.9177380	-89.2826387
72768768	172030301002	1	10000	40.9181789	-89.2830335
72768769	172030301002	1	68500	40.9179736	-89.2829328
72768770	172030301002	1	52500	40.9178059	-89.2839204
72768771	172030301002	1	2000	40.9177992	-89.2822409
72768772	172030301002	1	7500	40.9177332	-89.2825504
72768773	172030301002	1	16200	40.9178869	-89.2821155
72768774	172030301002	7	138000	40.9240866	-89.2863574
72768775	172030301002	1	85200	40.9232865	-89.2855091
72768776	172030301002	1	195800	40.9183563	-89.2825668
72768777	172030301002	1	15500	40.9237369	-89.2849026
72768778	172030301002	1	143000	40.9239628	-89.2847179
72768779	172030301002	8	70000	40.9235114	-89.2848958
72768780	172030301002	1	63000	40.9238823	-89.2857323
72768781	172030301002	1	45000	40.9219449	-89.2907365
72768782	172030301002	8	21580	40.9181741	-89.2871745
72768783	172030301002	1	83800	40.9234207	-89.2865254
72768784	172030301002	1	132900	40.9235975	-89.2860814
72768785	172030301002	1	100000	40.9232613	-89.2867362
72768786	172030301002	1	47170	40.9186636	-89.2874875
72768787	172030301002	8	48000	40.9186079	-89.2869162
72768788	172030301002	1	63000	40.9180954	-89.2872994
72768789	172030301002	1	19700	40.9219954	-89.2900092
72768790	172030301002	1	45000	40.9182046	-89.2849140
72768791	172030301002	1	42300	40.9184172	-89.2865133
72768792	172030301002	1	77100	40.9184861	-89.2851067
72768793	172030301002	1	47500	40.9224406	-89.2897823
72768794	172030301002	1	27400	40.9178770	-89.2841998
72768795	172030301002	1	80000	40.9177842	-89.2842275
72768796	172030301002	1	68000	40.9231789	-89.2901214
72768797	172030301002	1	40000	40.9227042	-89.2900655
72768798	172030301002	1	81500	40.9168193	-89.2854267
72768799	172030301002	1	40000	40.9216808	-89.2883542
72768800	172030301002	1	0	40.9218033	-89.2936145
72768801	172030301002	1	37000	40.9194943	-89.2917118
72768802	172030301002	1	23040	40.9193655	-89.2820727
72768803	172030301002	1	94700	40.9178145	-89.2860963
72768804	172030301002	1	35200	40.9177251	-89.2932608
72768805	172030301002	1	38280	40.9189977	-89.2816204
72768806	172030301002	1	36000	40.9186052	-89.2857417
72768807	172030301002	1	92000	40.9180195	-89.2853545
72768808	172030301002	1	38160	40.9178704	-89.2856954
72768809	172030301002	1	47800	40.9192979	-89.2827317
72768810	172030301002	1	270000	40.9179049	-89.2858892
72768811	172030301002	1	57000	40.9192265	-89.2825157
72768812	172030301002	1	85000	40.9175668	-89.2863624
72768813	172030301002	1	49500	40.9219245	-89.2936366
72768814	172030301002	1	85000	40.9224187	-89.2922300
72768815	172030301002	8	70000	40.9224537	-89.2927856
72768816	172030301002	1	55400	40.9220731	-89.2922942
72768817	172030301002	1	10000	40.9218334	-89.2937762
72768818	172030301002	1	47000	40.9225064	-89.2929178
72768819	172030301002	1	88000	40.9224572	-89.2936614
72768820	172030301002	1	16480	40.9176445	-89.2830745
72768821	172030301002	1	7900	40.9175565	-89.2820681
72768822	172030301002	1	40000	40.9224211	-89.2941477
72768823	172030301002	1	24960	40.9175638	-89.2824729
72768824	172030301002	3	113000	40.9171292	-89.2834590
72768825	172030301002	1	14000	40.9176518	-89.2828926
72768826	172030301002	1	0	40.9176061	-89.2831369
72768827	172030301002	1	74600	40.9190697	-89.2918229
72768828	172030301002	1	64000	40.9224265	-89.2850392
72768829	172030301002	1	39100	40.9170753	-89.2915694
72768830	172030301002	1	1000	40.9184246	-89.2909229
72768831	172030301002	1	19400	40.9174710	-89.2859981
72768832	172030301002	1	68070	40.9169976	-89.2856232
72768833	172030301002	1	107000	40.9168505	-89.2925575
72768834	172030301002	1	29500	40.9180945	-89.2903041
72768835	172030301002	1	45000	40.9187921	-89.2905195
72768836	172030301002	1	30500	40.9196198	-89.2929309
72768837	172030301002	1	90000	40.9210997	-89.2917430
72768838	172030301002	1	95000	40.9167215	-89.2920751
72768839	172030301002	1	108000	40.9210893	-89.2919519
72768840	172030301002	8	47400	40.9191689	-89.2932228
72768841	172030301002	1	47200	40.9213960	-89.2909883
72768842	172030301002	1	40000	40.9194661	-89.2931917
72768843	172030301002	1	82000	40.9192677	-89.2919716
72768844	172030301002	1	10700	40.9199483	-89.2917594
72768845	172030301002	1	49000	40.9191886	-89.2906267
72768846	172030301002	1	117500	40.9228404	-89.2852333
72768847	172030301002	1	39100	40.9224849	-89.2857748
72768848	172030301002	1	61900	40.9201379	-89.2914711
72768849	172030301002	1	2900	40.9191914	-89.2902880
72768850	172030301002	1	121620	40.9191336	-89.2910840
72768851	172030301002	1	52900	40.9234695	-89.2873797
72768852	172030301002	1	88000	40.9196410	-89.2865513
72768853	172030301002	1	125500	40.9202792	-89.2915806
72768854	172030301002	1	50000	40.9195184	-89.2866764
72768855	172030301002	1	72100	40.9233621	-89.2871720
72768856	172030301002	1	30000	40.9190128	-89.2864843
72768857	172030301002	3	12400	40.9234537	-89.2878003
72768858	172030301002	8	49400	40.9181429	-89.2934530
72768859	172030301002	1	45000	40.9193929	-89.2882341
72768860	172030301002	1	60	40.9240023	-89.2924289
72768861	172030301002	1	40000	40.9213135	-89.2932138
72768862	172030301002	1	4600	40.9183288	-89.2898010
72768863	172030301002	1	209800	40.9181925	-89.2898238
72768864	172030301002	1	26600	40.9185576	-89.2890934
72768865	172030301002	1	65000	40.9179979	-89.2878014
72768866	172030301002	1	55400	40.9187888	-89.2887601
72768867	172030301002	1	51000	40.9187136	-89.2885968
72768868	172030301002	1	47700	40.9239196	-89.2919093
72768869	172030301002	1	70400	40.9192956	-89.2949949
72768870	172030301002	1	11300	40.9217631	-89.2927841
72768871	172030301002	1	160000	40.9215552	-89.2925598
72768872	172030301002	1	7400	40.9239847	-89.2919065
72768873	172030301002	1	65000	40.9198919	-89.2947603
72768874	172030301002	1	34000	40.9199085	-89.2956380
72768875	172030301002	1	41000	40.9196503	-89.2883848
72768876	172030301002	1	14400	40.9238096	-89.2915450
72768877	172030301002	1	66000	40.9206561	-89.2905687
72768878	172030301002	1	75630	40.9204983	-89.2898712
72768879	172030301002	1	34500	40.9205052	-89.2902080
72768880	172030301002	1	95000	40.9230901	-89.2893092
72768881	172030301002	1	103000	40.9228560	-89.2895312
72768882	172030301002	1	63000	40.9226615	-89.2886828
72768883	172030301002	1	15000	40.9194241	-89.2878324
72768884	172030301002	1	63300	40.9234799	-89.2896552
72768885	172030301002	1	505090	40.9235386	-89.2901189
72768886	172030301002	1	49000	40.9238116	-89.2896582
72768887	172030301002	1	45000	40.9236683	-89.2934983
72768888	172030301002	1	35800	40.9178392	-89.2961802
72768889	172030301002	1	98500	40.9237368	-89.2939788
72768890	172030301002	1	328200	40.9205147	-89.2923880
72768891	172030301002	1	77500	40.9187967	-89.2935155
72768892	172030301002	1	5700	40.9223802	-89.2951411
72768893	172030301002	1	88400	40.9206989	-89.2953326
72768894	172030301002	1	36300	40.9209394	-89.2949879
72768895	172030301002	1	13800	40.9205896	-89.2949370
72768896	172030301002	1	95000	40.9226889	-89.2946410
72768897	172030301002	8	48000	40.9174092	-89.2845539
72768898	172030301002	1	95000	40.9170979	-89.2846854
72768899	172030301002	1	18800	40.9182637	-89.2926682
72768900	172030301002	1	0	40.9203759	-89.2962759
72768901	172030301002	1	83000	40.9168759	-89.2958904
